palavras,n_ocorrencias,desvio_padrao
offstage,3,118.356805183873
repurposing,3,118.356805183873
oldenoughtoknow,3,118.356805183873
izium,3,118.356805183873
kutler,3,118.356805183873
attempted,234,118.352947332662
ordered,578,118.352219386128
scrub,19,118.352135891903
drawn,112,118.348975369635
gravitas,5,118.347792543841
hops,5,118.344835121775
tab,72,118.339369514764
snooty,7,118.332662640621
riggs,19,118.322238175178
gibbon,9,118.321713044469
hum,8,118.317973516887
newly,198,118.314357699566
signifies,11,118.311837569581
polling,184,118.308112258752
voicesforvictory,4,118.3075089192
kellogg,13,118.304962290532
sustainabili,5,118.303846091325
bloodshed,17,118.301397237037
seizures,34,118.296317426104
lf,18,118.294870854946
vh,12,118.294797395782
lv,20,118.287606682766
holders,24,118.286651335043
jailed,95,118.284185283756
acesbacktoback,8,118.282953729002
ᔦᔧ,56,118.280115464459
discoveries,7,118.279934296325
arizona,340,118.278470564146
durov,3,118.27651217944
unscented,3,118.27651217944
encompasses,4,118.274750757153
connolly,34,118.26653483565
makeover,10,118.263171688306
sdny,17,118.261860492125
nudibranch,4,118.246564432122
stickers,44,118.246356585165
petehegseth,11,118.237434465955
girlfriend,123,118.234652394251
seeming,7,118.227182435625
hospitalized,61,118.226038480799
rao,7,118.224967147988
unstable,67,118.222857571897
globes,9,118.220133649053
healthcare,1519,118.214714344607
outlier,11,118.209367418384
dei,414,118.205810804189
loves,372,118.204332292351
decoding,3,118.203214846298
condoning,9,118.200512313235
pacifier,5,118.193908472476
cries,31,118.192898645911
industrialized,8,118.187502360807
haired,15,118.184399905201
filler,6,118.182909085874
begging,192,118.180131667478
grip,86,118.172840560926
sophyridge,11,118.171447097389
emolument,6,118.170498292369
vanish,23,118.1689518688
charts,50,118.166746591416
blamed,87,118.16157233731
trainer,9,118.160319528643
mutualaid,9,118.159614270039
rna,3,118.153854500534
fists,5,118.151174348798
alarmism,4,118.149622654215
intake,17,118.147745242482
progressives,60,118.141894959548
investors,209,118.141262027804
accessories,21,118.141259274045
investigative,70,118.134219381261
disappears,42,118.133354930089
lying,1182,118.127551814807
uniter,15,118.126848687978
monsters,152,118.117973464162
squirm,33,118.117173462061
weave,19,118.113583949732
nap,185,118.107091558385
insectthursday,4,118.104473525208
reelected,35,118.100747476982
collective,209,118.095529956913
davidattenb,3,118.094594852319
opulent,5,118.086832458153
petition,464,118.082143224944
teachings,45,118.079997707427
imposed,79,118.077806495918
infuriates,11,118.073243832339
founders,73,118.073183391595
intersection,8,118.072541261718
大阪,6,118.072435394549
civilrights,11,118.070164039708
lowlife,19,118.067801910399
laced,10,118.064012768968
connieblue,33,118.062948669279
wab,5,118.062271704385
kinew,5,118.062271704385
brownshirts,19,118.056483656483
pedal,7,118.040751639504
coincidences,8,118.038053791382
adjustment,9,118.034364111097
bleed,33,118.030259024771
wig,10,118.029939704579
czar,66,118.028877190355
broadcaster,20,118.028486748795
database,138,118.026665276456
promotion,38,118.026059759535
grad,13,118.025746865152
gunman,23,118.023729777167
vive,25,118.020718520097
kd,8,118.015737449352
doodle,30,118.014532516371
rose,247,118.013105562448
populist,41,118.012473503605
aaa,9,118.00741502126
freak,43,118.006902401497
essence,38,118.003917768943
intrigued,10,118.002071544905
reform,625,118.000840392488
croix,4,118.0
manhunt,7,117.996973326801
murals,12,117.987159034234
thephotohour,4,117.985874860793
prematurely,21,117.985794140852
flash,108,117.98546560258151
slope,18,117.977966814125
snippets,5,117.977540235419
exploiting,50,117.976933061908
internationally,34,117.976900364469
ruddy,8,117.973892390284
maintaining,37,117.97377170715
calexit,17,117.969774294346
strongmen,10,117.969346300921
mandalorian,6,117.9672270873
mouse,36,117.965245756321
loomer,53,117.960064950291
groove,17,117.959863562844
jblvswesties,3,117.959032436407
thanedar,9,117.956324308807
street,868,117.955673665053
outpost,4,117.953027373894
dismissed,130,117.939022124882
unconstitutionally,12,117.937451321632
lindamcg,3,117.936423550996
wyatt,8,117.932183902445
touched,60,117.930195766166
affair,42,117.926789332519
なかよし紹介,378,117.926565343404
moore,79,117.925539966143
arriving,65,117.925198341348
dib,3,117.920877427762
negro,7,117.919262128595
premiered,10,117.918992909916
captions,3,117.910983373051
fascism,1247,117.908790455781
becca,12,117.905072242911
sniffing,19,117.903717285366
lyin,32,117.899077775539
openly,255,117.897450355682
tsla,20,117.895582703733
wreckage,19,117.892705705143
bashar,13,117.891084023804
rescinds,3,117.886951497328
qasimrashid,16,117.884530367644
innovative,13,117.880263022511
ineligible,12,117.878307820164
activity,254,117.878136172046
undercut,13,117.876782690384
pitching,30,117.87459242869
persecution,62,117.872876741814
fv,15,117.872126031722
avian,15,117.871398849198
probed,7,117.8691768748
violated,218,117.868656421353
straits,6,117.866732654582
recipient,49,117.864249424993
intolerant,10,117.861736322222
hare,10,117.860605047752
funneled,22,117.857579692225
ur,120,117.85637861563606
bag,210,117.85399451735
genetics,5,117.848207453487
contain,78,117.846364253487
perp,41,117.844130207619
charlotteclymer,15,117.842186641207
goad,5,117.841843162775
legally,267,117.839262448387
envisioned,10,117.836468605154
occupant,33,117.835988033188
slate,45,117.834106979587
waves,53,117.82542866486
dictate,29,117.822829756472
topping,10,117.82119220808
witness,271,117.820069650102
airborne,24,117.816294916391
tortures,4,117.81482645802
dissenting,14,117.813155294473
retained,18,117.810194083812
montage,12,117.808363905372
congregation,6,117.807894472315
krasner,15,117.805812775981
bankruptcies,30,117.804025846943
setback,11,117.801373660767
conventions,12,117.797077702087
gambling,41,117.796413875598
competency,12,117.791385958654
axel,6,117.788652537783
swinging,30,117.786622779275
approaching,72,117.785911428924
fizzog,3,117.780869980372
respost,3,117.779454914684
itsfuckingtreason,3,117.779454914684
magpies,3,117.779454914684
hertz,3,117.779454914684
delightful,24,117.777332284273
preexisting,10,117.776671902565
fibre,4,117.774855833776
herding,3,117.772379331205
pursuing,46,117.767649733157
serve,652,117.766557874268
throwing,216,117.761011068268
poll,296,117.750943131413
pathsnpaddles,6,117.749593063699
nip,59,117.749091828915
dca,13,117.74445384075
offenses,45,117.74286313056
flogging,49,117.74032450102
bresnahan,5,117.739118393166
adorning,3,117.738410611547
taxpayer,302,117.737956673549
linktr,38,117.737164180657
votevets,21,117.732444854545
papers,157,117.730271337306
squeaky,9,117.724254085554
motel,7,117.722029333834
zyglis,14,117.72178040795
permitted,26,117.718157543281
daisy,15,117.717458348369
overcame,4,117.715759352773
danish,112,117.70708223045547
smells,56,117.705684853168
trophy,61,117.70216186249
rf,17,117.696081697985
chopping,25,117.693202862357
月,186,117.689748722536
occurred,84,117.686481211784
load,56,117.683992445541
dominated,38,117.675292204643
justifying,23,117.672453548444
voices,1053,117.665711957302
namwella,7,117.661135712447
charlieangus,7,117.659719206743
obligation,88,117.656319015974
jfbass,6,117.656137394811
miracle,83,117.645883578683
ڡ,7,117.64049351429
oddly,21,117.640189925528
devised,6,117.63913747842
shudder,12,117.634352589245
bangs,50,117.629997562402
artistic,27,117.628755908257
jiq,3,117.627944525667
millionaire,41,117.627061553692
ab,46,117.622650551266
coffers,11,117.618953327337
zakaria,5,117.617175616489
blooskies,5,117.610798823918
signaling,45,117.610605582382
golf,388,117.602759468492
themouthyre,3,117.60243761646
fresher,3,117.60243761646
linking,21,117.60085843548
protected,362,117.598857267496
firmly,48,117.598108656451
communist,51,117.597782425404
counselling,6,117.593792353168
microphone,14,117.593287728005
revealing,79,117.592629933748
batteries,29,117.5898880576
drum,36,117.579949159899
beckett,3,117.579760163048
overpass,31,117.578114048601
nige,7,117.573685102456
jamming,8,117.573077579132
declaration,157,117.572052332995
shaking,67,117.568421719513
rank,69,117.562852537165
vocal,49,117.56079987252
screamed,45,117.557065446376
feline,22,117.550357634873
comfortable,93,117.547091018135
ample,11,117.537924247298
quirky,11,117.533902265764
spirits,47,117.533336149294
admired,25,117.531598588068
outing,17,117.527937855093
clarity,87,117.527431435398
beaten,120,117.52565605829551
cartels,44,117.525248063328
sabeet,8,117.506230837834
shelters,56,117.503091973686
macho,12,117.501901983317
mnpd,4,117.5
sheen,5,117.49978723385
unrest,35,117.499422490982
freeamerica,4,117.494326104143
hendrix,9,117.494089685869
historian,54,117.493864418959
jahimes,4,117.486169398785
schmitt,13,117.485078157797
nebula,94,117.484482539659
qm,113,117.48087707852852
wreaking,8,117.477961459039
caregiver,20,117.475764577882
stoptrump,13,117.473292109204
gees,5,117.472124352972
distinguishing,6,117.471131205359
balls,392,117.470114598302
candy,151,117.463984805
dandelion,4,117.463469498677
socialized,8,117.457515115649
affection,17,117.452524826993
interpreters,7,117.450496157398
painting,139,117.446498954955
holdout,4,117.44644169436
dividing,31,117.440966639249
wor,18,117.438747767184
pregnant,206,117.435875862602
justify,266,117.435448563766
suddenly,376,117.42782530571
icc,68,117.423521334521
plz,53,117.421087975313
ambush,17,117.416584909308
expansion,98,117.412527705131
bush,126,117.411310939398
stornoway,4,117.403506478015
regulating,12,117.400505909808
inevitable,191,117.39461635568
placement,14,117.388642579227
precision,20,117.385319175333
lardo,20,117.381564050524
landscaper,12,117.380596971793
nytopinion,9,117.379134053336
exhausted,66,117.372426404955
toucan,3,117.364105813206
goofball,8,117.361164177691
prelude,11,117.35765071702
recruited,37,117.349558665207
bra,11,117.338205821695
tragedy,188,117.327926719143
exit,60,117.326763747772
placed,152,117.319207484343
participation,85,117.318421591913
theoriginaltomjoad,33,117.316176323953
fertilizer,10,117.316097218867
turning,445,117.310613192533
thedailypoliticususa,6,117.308851612599
mutations,7,117.307288776103
defraud,12,117.303801379929
trustees,10,117.299995263806
separating,24,117.299319839386
offs,16,117.293346642794
nyc,424,117.290749961538
dedicating,6,117.288391014058
formative,9,117.288225230744
meals,123,117.286625291823
buckeyes,14,117.284780684536
styx,4,117.281356858909
blowing,146,117.27813614952156
xo,15,117.271845360622
gangs,64,117.267530080202
typo,20,117.263928585769
yield,24,117.263700105015
closets,7,117.262424461019
strategize,5,117.255277066749
rising,347,117.255198518092
defines,16,117.248436379055
pioneering,20,117.247769589379
comb,19,117.24588048724
firedupca,4,117.243336697656
childhoods,3,117.240493573395
bbcbreakfast,8,117.240214334258
fvcking,7,117.239681239514
observed,34,117.236555656394
twinkling,10,117.234096291707
ruled,286,117.233588167288
meidasmighty,9,117.229475815599
deporting,146,117.22484642662118
nauseous,4,117.213124976116
brett,62,117.210312137137
unfair,64,117.209687582107
vitamins,5,117.207934884973
betting,45,117.206297448628
travels,17,117.203348928262
diatribe,3,117.202104645494
retraction,6,117.198976104742
pacs,20,117.198033035407
involving,122,117.195582246241
provocative,7,117.187680158592
ver,9,117.184683299482
straightforward,17,117.180824319661
listeners,31,117.177954915929
odesa,21,117.173091336421
giraffe,19,117.171289619561
indicted,141,117.170098211505
mickey,8,117.167691182949
funday,40,117.163700403784
grounds,114,117.16059470934374
z,642,117.160078974647
reagan,278,117.157507295632
jeffgphoenix,7,117.154761299907
specialty,8,117.153059224735
labs,13,117.153033820441
dt,50,117.145311820972
chapter,72,117.14164880261
palm,77,117.137407555417
lake,262,117.135532922469
consistently,76,117.132340059094
hellsite,14,117.13202844616
sánchez,8,117.12744889954
intrusive,7,117.125085759993
dist,14,117.122857445777
harvest,40,117.120404296451
sistersassy,3,117.115327775659
implements,5,117.11233923033
lovemypups,53,117.11165946969
brooks,25,117.107386615875
ა,12,117.105592082401
divisions,38,117.104274453608
thankyou,15,117.100607944418
reformers,4,117.092555983148
お友達募集中,33,117.092232488286
inferiority,7,117.085032185608
clemency,54,117.079694169665
orlandosentinel,8,117.076287705313
culprit,10,117.073054115796
beach,416,117.072708965113
creme,6,117.072057582784
upright,7,117.07181353259
tarred,6,117.068640833772
television,126,117.065415168492
actblue,80,117.064706087669
wlbt,4,117.064085013295
bakersfield,14,117.059766832969
lightweight,13,117.05526855907
hurdle,4,117.054118537823
whispers,28,117.053525268476
mepolitics,10,117.044341075414
spotify,190,117.040697008926
panic,144,117.03611749029783
bluecrew,1356,117.035454056588
reid,44,117.03435465338
joelfast,5,117.032901356841
southerners,6,117.026065472612
locke,3,117.02278980324
handbasket,8,117.020068486441
rancid,14,117.017820564521
baldassarre,7,117.016278883793
haaretz,11,117.016238189407
appealed,18,117.013322519527
newcastle,4,117.008546696385
prone,34,117.006878539975
jaime,12,117.003852565424
titled,41,117.00043777279
instinct,22,116.996947457127
criticizing,83,116.99577790755
coordinate,27,116.995117632564
forge,22,116.992729266817
staking,3,116.988603433554
nebulae,11,116.984148110293
existent,24,116.981975571862
ghetto,7,116.980055280092
yikes,62,116.977383948213
patronage,6,116.970794075558
venice,19,116.964957015299
tabby,5,116.964524536288
respectful,27,116.954711569926
tallest,9,116.952388223204
furry,45,116.946754697783
tuna,103,116.9460086195285
exact,132,116.941506431378
jumbo,6,116.931889006663
wholly,34,116.927526039898
jeopardize,7,116.926920603874
dynavox,6,116.920058159411
suspends,12,116.917576509991
betraying,27,116.917252254079
readbannedbooks,3,116.914498673176
owenfromohio,3,116.914498673176
dictionary,19,116.910322007139
speech,1229,116.908257204723
takeovers,7,116.90594510118
jails,23,116.905454857736
read,5185,116.904298453435
tantrums,15,116.904234311679
terrorist,558,116.903571529931
breitbart,5,116.901668080485
porch,25,116.898645558164
republicon,5,116.890119342911
relentless,77,116.88223387682
alexandra,7,116.880891753712
cox,60,116.878336231425
ammo,26,116.870954475438
gallery,42,116.867339445356
dexter,6,116.86473662601
ﾔｰ,66,116.864654846739
palestine,153,116.863850393198
bonespurs,12,116.859537544659
demonstrably,9,116.857819592871
neighbors,668,116.853285782063
ugly,330,116.85075238471
launching,95,116.845710425299
rz,7,116.844626177958
doubling,49,116.843247078105
dismantles,10,116.843152226488
breed,26,116.839982619228
ublock,5,116.835354238347
honking,26,116.834353483238
dic,7,116.828527175107
elects,10,116.826366886932
assert,35,116.821957473324
barbecues,3,116.817521516823
siding,54,116.806672506918
violates,103,116.79928471834785
cracks,44,116.790763557874
venezuelans,49,116.788688618015
nurses,127,116.787999470825
subscription,135,116.783010929634
mandates,41,116.782834730986
paramedics,8,116.782765362507
traitors,256,116.782151110582
truman,32,116.779569026159
liberated,31,116.779417099352
walter,65,116.777710432454
trixie,79,116.776629681873
certified,27,116.774614284572
fused,4,116.774355061375
focusing,85,116.774130178698
noah,31,116.765696833399
sunflower,11,116.764720699362
vanished,37,116.762380300564
fcking,9,116.7615090687
horrifyingly,3,116.760438505514
diapers,10,116.756346484653
lawmaker,69,116.755132090907
airports,52,116.754649543585
struggles,76,116.754250833618
dug,30,116.751829344008
camera,274,116.748006246994
vn,19,116.746313665083
focelon,4,116.741880517091
czechia,5,116.731743754645
ꕤ,194,116.731136569263
outpouring,12,116.729258101685
minnasota,5,116.729173731334
zeteo,76,116.725360674368
warner,105,116.7240978475097
freestatecoalition,5,116.722748425489
packaged,6,116.721320531712
seiu,25,116.719578477649
autism,232,116.719411871496
weapon,207,116.71637365985
storming,33,116.711133300828
acceptable,186,116.710213112703
puter,4,116.70761186258
inflating,6,116.707183440723
hellhole,10,116.694330053635
translating,6,116.685903176005
halostarmusic,78,116.684624230451
blueskydogs,9,116.682022798906
boltsmag,17,116.678763378472
defunding,52,116.672562337566
val,21,116.671884237071
rolled,121,116.66366623453828
flawed,31,116.663314852005
loudmouth,13,116.661794770072
petergeoghegan,8,116.655705267375
officer,652,116.655117466268
francisco,141,116.651769637995
bikini,6,116.650617943784
xs,22,116.647691716056
purples,3,116.646188678985
unusual,75,116.645030168726
tomfoolery,5,116.643902541024
considerably,8,116.643228938258
rb,14,116.640449696898
dove,25,116.639758801763
strait,10,116.63409069012
wong,6,116.633900160574
voluntary,18,116.630764784073
narcissistic,93,116.62755639115
apnews,630,116.622672517929
engaging,95,116.617722362825
unvarnished,25,116.617294314923
illegal,1647,116.610334994557
relaxing,38,116.608465127548
lamonica,13,116.605789978072
frontline,39,116.605011663047
analyzing,14,116.601344873778
cathyquinn,6,116.60088621733
serenity,15,116.594821415672
kff,8,116.591778685904
religionnews,10,116.589927142576
extradition,9,116.589140908482
iowa,186,116.5880914041
holler,14,116.587843597544
tornadoes,8,116.583201436326
exposes,54,116.582641200182
kowtowing,10,116.581349756773
ridiculously,18,116.575931102515
sued,176,116.575519110335
cave,171,116.575363949147
artic,16,116.566844199655
bounty,54,116.564609449441
vilify,9,116.561976838266
今日,10,116.557282054791
trumpty,29,116.544448063321
assal,6,116.542553029641
今週もよろしくお願いします,4,116.541837981044
dumptrump,17,116.537421407183
movers,6,116.532684971499
inflammation,5,116.530253582492
micro,30,116.529750530157
authorized,102,116.5155268056523
adversity,15,116.513927228015
ridden,10,116.513661573797
feisty,6,116.510371498278
assumed,40,116.504206482878
challenge,720,116.502771087519
husbands,20,116.501400488533
traumatized,36,116.495030209413
coz,15,116.494921205461
veins,23,116.494092201221
psst,9,116.489269892124
dramatic,62,116.48532657029
cozy,74,116.482261219564
legitimate,152,116.474524760095
mold,16,116.473673706407
inflicted,39,116.470502135718
kj,18,116.469202639147
largely,111,116.46860782776022
repugs,7,116.467040095348
actl,3,116.466017933702
kyiv,220,116.46312010122
unfuck,6,116.460722992776
cling,29,116.460494580907
ebbs,3,116.453137928238
halts,22,116.451288517571
nashville,74,116.450497798918
fundamental,120,116.44194162889987
enrollees,17,116.441919377153
stove,14,116.440264362613
identification,75,116.43968859921
speck,5,116.420788521638
fireside,13,116.416967218745
bands,26,116.412978393569
enraged,37,116.408878643457
arab,19,116.407607114621
squared,5,116.407473986854
heeded,6,116.406901284532
inmates,33,116.399667421164
consultation,20,116.397176218235
ohioans,17,116.395623527994
califor,3,116.388716520689
clearthelist,7,116.377873858434
defending,291,116.373276958238
iso,6,116.370815356199
unify,8,116.367337096185
himes,45,116.364882411258
deliciously,3,116.362937971389
erikosberg,4,116.362937971389
asean,6,116.350762782201
undoes,3,116.348614087148
portrayal,8,116.344239835314
lows,21,116.335925745436
greenland,1174,116.329774930169
submissive,34,116.326542661721
headset,6,116.326122030551
hippos,3,116.322826650662
mf,74,116.321593305945
grind,56,116.321340349822
committed,612,116.320345236312
betcha,9,116.319722221891
physician,50,116.31902120409
aggression,129,116.318656270229
blinking,10,116.317764001128
flailing,21,116.315580580223
landmarks,8,116.306169225884
stl,10,116.304628741365
conduct,215,116.301841999645
recognizable,10,116.293880607135
monopolies,30,116.292343666306
preposterous,8,116.286515002508
chemical,138,116.276384799829
grabbing,76,116.273853994813
disproven,8,116.27300079677
queensland,5,116.259623257604
fwp,3,116.258333034669
messengers,6,116.257329518042
ɞ,4,116.254032188135
museum,95,116.241260674043
compensation,49,116.239040153394
employer,46,116.236683825145
unifying,10,116.234867593354
bananas,34,116.23387895427
courtlistener,155,116.233651183144
caves,20,116.233646274716
weeping,10,116.228510558583
crafted,14,116.222716283091
lana,5,116.220480122911
lawlessness,105,116.22001523572409
reich,222,116.218942198695
deplorable,70,116.214212862376
unstoppable,56,116.214142633554
mask,240,116.20366917669
namely,9,116.201094850455
cuyahoga,4,116.196313768266
situation,381,116.193159899862
invade,212,116.191321574959
rooting,28,116.188014708509
deeper,84,116.185769182
honorable,91,116.182456187512
apparent,78,116.179652356648
waterfront,9,116.17551377119
pusillanimous,9,116.173361834803
priority,146,116.17044796605103
liar,408,116.170103037593
olive,7,116.168596690943
wield,30,116.160911976725
vine,7,116.159373276546
aired,42,116.158838346034
laboratory,5,116.158512387169
purrs,10,116.152007683418
woodside,4,116.150405365916
php,26,116.147836828759
pits,6,116.146028774126
chummychumlee,7,116.140309232288
pokrovsk,22,116.140020359066
emptied,13,116.136082866565
texted,32,116.135587992601
draw,126,116.135571571018
resent,30,116.130841785432
hahahaha,27,116.124245770814
emblem,8,116.121165168112
irreversible,16,116.120339877789
malckierob,4,116.117756322336
frontrunner,3,116.116320988912
pulpit,13,116.10688046928
judy,40,116.105917051453
heckled,20,116.101407580207
podscribe,3,116.087610593609
displays,34,116.08411726692
electrical,24,116.08314736192
collins,201,116.080204087926
exposures,6,116.073109145343
factories,39,116.072712098611
dildo,26,116.070588602202
gates,85,116.062986376892
cues,6,116.056308172657
alejandro,11,116.05414097034
kamalaharris,29,116.050906105389
mon,138,116.047607845124
tilts,3,116.047404107115
ptw,3,116.047404107115
kozak,3,116.047404107115
bows,9,116.045369480121
toll,61,116.042104192208
dignified,21,116.040510167786
皆さん気を付けよーね,3,116.035913980687
herman,4,116.035554895902
adventure,36,116.033366164617
smashing,31,116.031085934873
evident,25,116.029852480587
cheating,263,116.028256446789
accounting,24,116.02810753921
statehouses,4,116.020113198819
knees,101,116.01948965668664
unit,146,116.01883388388732
mornings,26,116.016470979174
bothering,26,116.011120156647
arrives,49,116.010812010784
chalk,15,116.008291986064
loose,93,116.005628097738
publicity,37,116.003676031636
xl,16,116.003376387644
prosper,10,116.00311298505
serenaded,3,116.001436772711
healthiest,3,116.001436772711
chant,45,116.001206019506
pamper,3,116.0
knickers,9,116.0
guarantees,72,115.999567446984
tighten,15,115.998645312287
memoir,36,115.997164032109
cbo,19,115.996294556668
independence,213,115.991249734878
boston,195,115.989066271701
resemblance,8,115.986144492718
expelling,5,115.985774989867
yields,15,115.983291079033
congressional,798,115.983087898719
boating,5,115.979308499404
matchup,4,115.978087010722
adorable,59,115.977224229739
pg,36,115.973105119726
tedcruz,4,115.966590016263
midwife,5,115.964649786045
bigot,44,115.963385907087
madder,6,115.958613306645
onlybeautifulthings,3,115.954013873317
housegop,12,115.953327862654
subjects,43,115.947462039876
wipapa,10,115.941604075308
nauseating,15,115.939310889464
underlying,44,115.938114552203
collusion,27,115.920065297003
takeaways,26,115.911929431855
pragmatism,6,115.909878785201
declaring,105,115.90847327018062
harvey,15,115.907886251273
profitability,8,115.907598666228
coastlines,4,115.903695655776
shithole,86,115.903169642776
mantle,14,115.903047774925
snakes,14,115.902478900948
piers,19,115.899129363143
disruption,41,115.896805444305
dodger,88,115.891490253002
taxstrike,12,115.890328249678
factions,9,115.887876846545
penelope,4,115.885000467417
jus,47,115.884859440518
seizure,45,115.884338018473
location,175,115.882449073551
grinch,10,115.878720124869
tipping,46,115.878707618039
acuity,19,115.876976506166
alleged,279,115.869924509748
palestinians,150,115.86923297359
fifty,33,115.855227383667
staten,11,115.852884768101
panthers,21,115.848443687267
jewish,175,115.833847939224
operative,28,115.8337330129
deserves,475,115.832748509908
nigel,218,115.830429831866
devastation,50,115.829693771432
multimillion,8,115.828691239631
extracted,4,115.819903298181
drc,5,115.817528897831
harding,7,115.814301279904
rots,11,115.809404548241
rotten,61,115.807660401418
feigned,11,115.807128058211
skywatchers,5,115.805008527265
war,3949,115.792000042914
jamaican,8,115.791376436861
criticising,12,115.791217545227
retelling,4,115.788240623419
requests,128,115.781149615554
grail,4,115.776724776615
permit,60,115.773228319332
repressive,16,115.772747944698
raving,16,115.767997160989
debilitating,3,115.764128007485
particle,3,115.762688289448
strained,7,115.761042875481
hesitant,12,115.756405673921
snub,4,115.754049605187
participated,82,115.753361552178
ethical,60,115.752437711515
kristie,10,115.748002142586
jtruss,11,115.747845061425
testify,196,115.746799122327
promptly,37,115.744262208691
discounts,18,115.742050362961
limitations,50,115.739214246018
elevate,15,115.737305176524
pd,65,115.736504446689
malnutrition,13,115.735773340697
underpants,4,115.730649930489
deepseek,6,115.728417714348
darlastephen,3,115.725249333641
disputes,9,115.72488928489
sniveling,13,115.720651703874
posters,56,115.719868592273
louise,53,115.71935986141
warrantless,26,115.718817032428
expressed,62,115.710684267825
captcha,4,115.707605627288
wonderfully,7,115.707142636671
reins,12,115.706885418861
treasonist,6,115.699034856245
soldiergirl,36,115.689084557335
worker,299,115.686438567431
rituals,6,115.685349115608
rearrange,3,115.677713209301
grips,15,115.676395913032
billboards,43,115.670781918297
med,37,115.670541514139
洗濯終了,4,115.670148842877
yank,25,115.667728141143
confront,69,115.667583055154
prompted,26,115.665785114501
eisenhower,32,115.664350322318
populism,36,115.663908297012
stunt,72,115.65988128005
logs,26,115.657245607608
hollen,89,115.656536226052
intent,126,115.652282349716
collar,44,115.645463162658
interior,55,115.644404459655
cor,5,115.640390867551
nyti,36,115.639780050633
violation,259,115.639287414057
initials,4,115.638445164227
klima,4,115.632679925126
kaine,77,115.631757529159
reverent,8,115.621843586261
mabel,15,115.610100069567
lair,4,115.606732791246
googeliart,12,115.606568965084
fptp,5,115.597145293472
estate,181,115.591348785529
fotus,47,115.58983195201
rewriting,31,115.588182600944
meidasplus,44,115.583954916976
needing,74,115.583516303242
mortified,7,115.573518139919
benefits,772,115.572149472824
gregsargent,5,115.556047007502
cycle,140,115.555425096662
recruitment,67,115.549649038995
klan,54,115.549126474114
justices,142,115.54843860550177
missteps,10,115.547440954402
fury,27,115.54657673861
vaccinations,25,115.546556273507
bomb,243,115.545868392666
wording,11,115.540783826633
amplification,3,115.53931509808
flopped,5,115.539170846947
snitch,7,115.537048273744
kelp,5,115.532679359565
exhibition,12,115.529971186806
gilbert,14,115.529835354954
stumbles,7,115.521591467734
jesspiper,6,115.519118186847
canyon,26,115.51642573844
unshakable,5,115.515366943104
corrupt,1024,115.513599127657
uspol,30,115.513053449562
allrisen,4,115.508657684175
tremble,5,115.50844124998
missiles,174,115.508355487224
tyson,38,115.506577990315
taxiway,4,115.5
bessent,116,115.49921370215942
disloyal,12,115.498917743847
lawrenceodonnell,41,115.49600880022
disappeared,280,115.487907247599
pounds,65,115.485700913077
oyster,6,115.484486692658
hemisphere,42,115.482125761953
donuts,30,115.478161342855
sex,1259,115.475947989882
deprived,39,115.474383883757
cdlane,6,115.474239551512
interc,6,115.473662220727
backfired,25,115.472825085963
sequential,3,115.470053837925
horsford,4,115.470053837925
endangers,10,115.468899131613
shakira,8,115.468533128542
imagined,80,115.468385036935
disadvantaged,11,115.466957099502
jarring,9,115.465483057829
unicef,7,115.463455360601
cld,5,115.462114998817
braces,16,115.458776914822
rebels,46,115.458131776141
tend,38,115.453376819655
charter,64,115.452980147764
notoriety,3,115.452732030616
weaponize,43,115.45127404122
havana,7,115.449638577256
dmipfmhfaw,3,115.439738969444
fugitive,5,115.438295205707
disguise,35,115.437516293739
baseless,39,115.433443559645
scapegoats,22,115.431066740419
dependence,9,115.428549328145
controllers,71,115.427427181212
insanely,36,115.414240132649
shunned,15,115.410942783974
unitedresistance,5,115.404505977886
snorts,4,115.401834185308
thelefth,19,115.401815182294
gracias,11,115.39710095618
unbridled,20,115.390002303401
spiked,41,115.388865337616
vandals,4,115.384502136697
originating,5,115.381107638989
flannel,15,115.378548802667
mulch,8,115.372378471997
ak,31,115.370445890385
commentisfree,4,115.363194592845
inspires,18,115.355205905116
dalewalls,96,115.350217587001
impeachtrump,52,115.34883809329
personas,9,115.345615916302
hubby,18,115.344737620457
unspeakably,10,115.343207669787
stranger,118,115.33959583372388
criming,14,115.339084423297
bluefogdispatch,3,115.335741786028
cash,304,115.333011846903
brute,12,115.330716820907
dysfunctional,17,115.328845685105
amtrak,6,115.32808273212
alina,64,115.325746378585
screwing,62,115.32160557697
dumpty,19,115.320123977353
boycotttarget,5,115.318255276431
mypillow,11,115.317269857002
aiding,36,115.312615122324
owens,30,115.309224441843
invoked,36,115.305419137782
gizmosspace,20,115.303307114666
angle,59,115.301710793818
killed,1697,115.299937073142
luxembourg,4,115.29960971313
trim,28,115.298141249811
uy,6,115.292671059352
marketer,4,115.286237976034
orders,1004,115.285296243261
tel,21,115.28383193129
feather,39,115.283479743432
misogynistic,44,115.281317831706
hump,52,115.2803717142
booting,6,115.277780455154
injured,228,115.271490406355
extortion,76,115.271015513631
barring,32,115.270159527171
archipelago,3,115.269250019248
dollop,3,115.269250019248
timwalz,3,115.269250019248
raleigh,15,115.265449331202
lend,28,115.251525027498
mahmoud,40,115.246402691508
slaves,47,115.243831117096
clapping,14,115.240336535586
studio,47,115.238713751439
transferring,12,115.231650744634
affiliation,38,115.22601946556
cheapest,11,115.220736769985
octopus,11,115.219000958254
